date,date_start,date_end,date_middle,sample_size,leader_party,leader_name,satisfaction_leader,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Labour,Brendan Howlin,Satisfied,0.39,0.42,0.36,0.37,0.37,0.44,0.41,0.36,0.54,0.35,0.38,0.42,0.42,0.37,0.42,0.38,0.38,0.41,0.4,0.48,0.32,0.33,0.39,0.6,0.73,0.12,0.25,0.22,0.39,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Labour,Brendan Howlin,Dissatisfied,0.43,0.44,0.42,0.39,0.47,0.43,0.42,0.46,0.3,0.5,0.39,0.44,0.37,0.47,0.37,0.45,0.45,0.4,0.43,0.37,0.48,0.4,0.42,0.23,0.18,0.79,0.64,0.58,0.38,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Labour,Brendan Howlin,No opinion,0.18,0.14,0.21,0.24,0.16,0.13,0.18,0.19,0.16,0.15,0.23,0.14,0.21,0.16,0.21,0.17,0.18,0.19,0.17,0.15,0.2,0.27,0.19,0.17,0.09,0.09,0.11,0.2,0.23,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Fianna Fáil,Micheál Martin,Satisfied,0.48,0.52,0.45,0.4,0.47,0.57,0.46,0.49,0.57,0.4,0.46,0.53,0.55,0.44,0.54,0.45,0.51,0.46,0.49,0.56,0.46,0.31,0.84,0.54,0.61,NA,0.25,0.26,0.41,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Fianna Fáil,Micheál Martin,Dissatisfied,0.4,0.4,0.4,0.42,0.42,0.36,0.38,0.43,0.31,0.47,0.41,0.35,0.35,0.43,0.35,0.44,0.37,0.41,0.4,0.33,0.42,0.43,0.12,0.34,0.26,NA,0.68,0.62,0.36,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Fianna Fáil,Micheál Martin,No opinion,0.12,0.08,0.16,0.17,0.11,0.07,0.16,0.09,0.12,0.12,0.13,0.12,0.1,0.13,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.26,0.04,0.13,0.13,NA,0.06,0.13,0.22,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Sinn Féin,Gerry Adams,Satisfied,0.33,0.4,0.27,0.37,0.33,0.29,0.27,0.37,0.37,0.39,0.23,0.4,0.28,0.34,0.31,0.22,0.36,0.36,0.32,0.38,0.47,0.39,0.28,0.21,0.46,NA,0.84,0.18,0.25,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Sinn Féin,Gerry Adams,Dissatisfied,0.44,0.4,0.47,0.33,0.46,0.54,0.46,0.43,0.36,0.44,0.49,0.35,0.48,0.44,0.43,0.5,0.43,0.41,0.45,0.37,0.27,0.33,0.51,0.5,0.36,NA,0.12,0.56,0.42,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Sinn Féin,Gerry Adams,No opinion,0.23,0.2,0.26,0.3,0.21,0.17,0.27,0.2,0.27,0.17,0.28,0.26,0.23,0.22,0.26,0.28,0.21,0.23,0.22,0.25,0.26,0.28,0.21,0.29,0.18,NA,0.04,0.25,0.33,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Green Party,Eamon Ryan,Satisfied,0.36,0.39,0.33,0.31,0.4,0.35,0.38,0.36,0.23,0.45,0.25,0.32,0.43,0.37,0.33,0.3,0.4,0.34,0.37,0.42,0.34,0.3,0.4,0.43,0.45,NA,0.33,0.26,0.31,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Green Party,Eamon Ryan,Dissatisfied,0.35,0.34,0.36,0.33,0.32,0.4,0.32,0.37,0.41,0.38,0.35,0.34,0.32,0.36,0.34,0.36,0.35,0.35,0.35,0.33,0.32,0.33,0.34,0.28,0.3,NA,0.43,0.43,0.33,NA,NA,NA,NA,NA,NA,NA
2016-09-14,2016-09-04,2016-09-14,2016-09-09,911,Green Party,Eamon Ryan,No opinion,0.29,0.27,0.31,0.35,0.27,0.25,0.3,0.27,0.36,0.17,0.4,0.34,0.25,0.27,0.33,0.34,0.26,0.31,0.28,0.25,0.34,0.37,0.26,0.29,0.25,NA,0.24,0.31,0.36,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fine Gael,Enda Kenny,Satisfied,0.32,0.35,0.29,0.34,0.29,0.34,0.35,0.28,NA,0.3,0.31,0.29,0.41,0.3,0.34,0.41,0.29,0.3,0.33,0.33,0.15,0.18,0.26,0.77,0.17,0.24,0.15,0.13,0.18,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fine Gael,Enda Kenny,Dissatisfied,0.58,0.58,0.58,0.46,0.63,0.63,0.5,0.64,NA,0.53,0.61,0.63,0.53,0.57,0.59,0.55,0.55,0.61,0.59,0.55,0.6,0.57,0.69,0.2,0.71,0.44,0.75,0.79,0.58,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fine Gael,Enda Kenny,No opinion,0.1,0.07,0.14,0.2,0.08,0.03,0.15,0.08,NA,0.18,0.08,0.08,0.06,0.13,0.07,0.04,0.16,0.09,0.08,0.12,0.25,0.25,0.05,0.03,0.12,0.32,0.1,0.08,0.24,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Labour,Brendan Howlin,Satisfied,0.38,0.41,0.36,0.35,0.38,0.43,0.45,0.33,0.4,0.47,0.33,0.3,0.47,0.38,0.39,0.46,0.41,0.31,0.41,0.3,0.22,0.29,0.41,0.65,0.77,0.61,0.24,0.21,0.24,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Labour,Brendan Howlin,Dissatisfied,0.44,0.42,0.46,0.42,0.47,0.43,0.36,0.49,0.51,0.38,0.45,0.52,0.4,0.44,0.44,0.43,0.39,0.5,0.43,0.51,0.49,0.5,0.46,0.16,0.17,0.14,0.6,0.66,0.5,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Labour,Brendan Howlin,No opinion,0.18,0.17,0.18,0.24,0.15,0.15,0.19,0.17,0.09,0.15,0.22,0.18,0.14,0.17,0.18,0.11,0.19,0.19,0.16,0.19,0.28,0.21,0.13,0.18,0.05,0.24,0.17,0.13,0.26,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,Micheál Martin,Satisfied,0.45,0.48,0.42,0.39,0.44,0.53,0.5,0.41,0.44,0.49,0.39,0.42,0.51,0.45,0.45,0.46,0.51,0.38,0.48,0.38,0.27,0.35,0.83,0.5,0.47,0.38,0.3,0.2,0.31,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,Micheál Martin,Dissatisfied,0.41,0.39,0.43,0.39,0.46,0.38,0.38,0.43,0.42,0.39,0.42,0.46,0.35,0.41,0.41,0.44,0.35,0.45,0.41,0.43,0.41,0.46,0.13,0.31,0.44,0.48,0.59,0.68,0.45,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,Micheál Martin,No opinion,0.14,0.13,0.15,0.23,0.11,0.09,0.12,0.15,0.14,0.12,0.19,0.12,0.14,0.14,0.14,0.1,0.13,0.17,0.11,0.19,0.32,0.2,0.04,0.18,0.09,0.14,0.12,0.11,0.24,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,Gerry Adams,Satisfied,0.38,0.43,0.34,0.43,0.4,0.3,0.39,0.4,0.2,0.46,0.41,0.3,0.33,0.37,0.39,0.36,0.33,0.45,0.39,0.41,0.35,0.38,0.32,0.3,0.24,0.06,0.89,0.27,0.25,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,Gerry Adams,Dissatisfied,0.47,0.45,0.49,0.36,0.49,0.56,0.46,0.45,0.66,0.43,0.42,0.52,0.54,0.47,0.47,0.45,0.52,0.42,0.48,0.39,0.39,0.39,0.54,0.54,0.61,0.76,0.08,0.64,0.48,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,Gerry Adams,No opinion,0.15,0.12,0.17,0.21,0.11,0.14,0.15,0.15,0.14,0.11,0.18,0.18,0.13,0.16,0.14,0.18,0.15,0.13,0.13,0.2,0.26,0.24,0.14,0.16,0.15,0.18,0.03,0.09,0.27,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,Enda Kenny,Satisfied,0.29,0.28,0.3,0.25,0.25,0.37,0.32,0.26,0.32,0.26,0.29,0.25,0.39,0.29,0.28,0.26,0.32,0.27,0.31,0.26,0.13,0.13,0.23,0.68,0.37,0.35,0.07,0.19,0.2,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,Enda Kenny,Dissatisfied,0.61,0.62,0.6,0.61,0.63,0.59,0.62,0.6,0.65,0.65,0.63,0.6,0.53,0.61,0.61,0.69,0.57,0.6,0.62,0.65,0.58,0.58,0.71,0.24,0.48,0.59,0.85,0.74,0.6,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,Enda Kenny,No opinion,0.1,0.1,0.1,0.14,0.12,0.04,0.07,0.14,0.04,0.09,0.09,0.15,0.08,0.1,0.11,0.05,0.1,0.13,0.07,0.09,0.29,0.28,0.06,0.08,0.15,0.05,0.08,0.07,0.19,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,Brendan Howlin,Satisfied,0.4,0.39,0.4,0.3,0.38,0.51,0.42,0.38,0.4,0.43,0.4,0.35,0.4,0.42,0.35,0.4,0.39,0.4,0.42,0.43,0.32,0.19,0.45,0.66,0.79,0.16,0.13,0.34,0.26,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,Brendan Howlin,Dissatisfied,0.43,0.45,0.41,0.46,0.45,0.37,0.43,0.43,0.43,0.45,0.42,0.42,0.44,0.42,0.44,0.47,0.4,0.44,0.41,0.47,0.48,0.59,0.4,0.16,0.15,0.32,0.72,0.53,0.49,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,Brendan Howlin,No opinion,0.18,0.16,0.19,0.23,0.16,0.12,0.15,0.19,0.17,0.12,0.18,0.23,0.16,0.15,0.21,0.13,0.22,0.16,0.17,0.1,0.2,0.21,0.15,0.18,0.06,0.53,0.15,0.13,0.25,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,Micheál Martin,Satisfied,0.5,0.49,0.5,0.43,0.49,0.57,0.53,0.47,0.49,0.54,0.47,0.49,0.48,0.53,0.44,0.46,0.56,0.46,0.54,0.53,0.41,0.17,0.88,0.57,0.41,0.21,0.26,0.42,0.31,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,Micheál Martin,Dissatisfied,0.38,0.4,0.37,0.41,0.39,0.35,0.36,0.4,0.4,0.38,0.4,0.37,0.4,0.36,0.41,0.44,0.32,0.41,0.36,0.36,0.37,0.63,0.1,0.27,0.51,0.53,0.66,0.48,0.48,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,Micheál Martin,No opinion,0.12,0.11,0.14,0.16,0.12,0.08,0.11,0.13,0.11,0.08,0.13,0.15,0.12,0.11,0.14,0.1,0.12,0.13,0.1,0.12,0.22,0.19,0.03,0.16,0.08,0.26,0.08,0.1,0.21,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,Gerry Adams,Satisfied,0.31,0.33,0.3,0.3,0.32,0.32,0.29,0.34,0.24,0.32,0.33,0.34,0.25,0.35,0.26,0.27,0.3,0.34,0.33,0.38,0.39,0.16,0.28,0.31,0.18,NA,0.82,0.22,0.2,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,Gerry Adams,Dissatisfied,0.54,0.52,0.56,0.51,0.55,0.56,0.57,0.51,0.62,0.56,0.51,0.51,0.61,0.52,0.57,0.6,0.54,0.51,0.53,0.44,0.43,0.69,0.59,0.53,0.75,NA,0.15,0.64,0.57,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,Gerry Adams,No opinion,0.15,0.15,0.15,0.2,0.12,0.12,0.15,0.15,0.14,0.13,0.16,0.15,0.14,0.13,0.17,0.13,0.16,0.14,0.14,0.17,0.18,0.15,0.13,0.17,0.07,NA,0.04,0.14,0.23,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,Enda Kenny,Satisfied,0.3,0.35,0.25,0.24,0.28,0.37,0.32,0.28,0.28,0.3,0.27,0.32,0.29,0.3,0.29,0.28,0.36,0.24,0.31,0.2,0.22,0.2,0.3,0.78,0.39,0.41,0.12,0.15,0.18,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,Enda Kenny,Dissatisfied,0.61,0.57,0.65,0.58,0.65,0.59,0.6,0.61,0.69,0.61,0.63,0.59,0.61,0.62,0.6,0.58,0.57,0.67,0.64,0.74,0.27,0.56,0.66,0.18,0.5,0.41,0.84,0.71,0.62,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,Enda Kenny,No opinion,0.09,0.08,0.11,0.17,0.06,0.04,0.08,0.11,0.04,0.08,0.1,0.09,0.1,0.08,0.11,0.13,0.07,0.09,0.05,0.06,0.5,0.24,0.04,0.04,0.12,0.19,0.04,0.14,0.19,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,Brendan Howlin,Satisfied,0.39,0.4,0.38,0.35,0.36,0.46,0.4,0.37,0.49,0.43,0.34,0.39,0.39,0.4,0.37,0.43,0.39,0.36,0.38,0.3,0.53,0.38,0.41,0.55,0.73,0.25,0.26,0.39,0.3,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,Brendan Howlin,Dissatisfied,0.42,0.42,0.43,0.39,0.47,0.4,0.42,0.43,0.36,0.44,0.43,0.38,0.44,0.42,0.43,0.4,0.43,0.44,0.45,0.54,0.27,0.28,0.42,0.25,0.16,0.5,0.55,0.47,0.47,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,Brendan Howlin,No opinion,0.19,0.18,0.19,0.26,0.16,0.14,0.18,0.2,0.14,0.13,0.22,0.23,0.17,0.17,0.21,0.17,0.18,0.2,0.17,0.15,0.2,0.34,0.18,0.2,0.11,0.25,0.19,0.13,0.24,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,Micheál Martin,Satisfied,0.53,0.53,0.53,0.46,0.5,0.63,0.55,0.51,0.55,0.53,0.51,0.58,0.48,0.54,0.51,0.57,0.59,0.44,0.54,0.45,0.53,0.4,0.87,0.55,0.37,0.41,0.31,0.42,0.37,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,Micheál Martin,Dissatisfied,0.38,0.38,0.38,0.39,0.43,0.3,0.38,0.38,0.39,0.42,0.39,0.3,0.42,0.37,0.39,0.31,0.34,0.46,0.39,0.49,0.29,0.38,0.09,0.36,0.52,0.52,0.58,0.52,0.46,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,Micheál Martin,No opinion,0.09,0.09,0.09,0.14,0.07,0.07,0.08,0.11,0.06,0.05,0.1,0.12,0.1,0.08,0.11,0.12,0.07,0.1,0.08,0.06,0.18,0.22,0.05,0.08,0.11,0.07,0.11,0.05,0.17,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,Gerry Adams,Satisfied,0.39,0.38,0.4,0.42,0.42,0.32,0.37,0.43,0.2,0.43,0.36,0.4,0.37,0.42,0.35,0.45,0.38,0.37,0.39,0.42,0.48,0.28,0.33,0.28,0.3,0.39,0.79,0.31,0.29,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,Gerry Adams,Dissatisfied,0.47,0.49,0.46,0.4,0.48,0.55,0.52,0.42,0.62,0.51,0.46,0.42,0.52,0.48,0.47,0.4,0.5,0.49,0.5,0.46,0.3,0.36,0.56,0.58,0.61,0.54,0.1,0.6,0.47,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,Gerry Adams,No opinion,0.13,0.12,0.14,0.18,0.1,0.13,0.11,0.15,0.18,0.06,0.18,0.18,0.11,0.1,0.18,0.15,0.12,0.14,0.11,0.12,0.22,0.36,0.11,0.14,0.09,0.07,0.11,0.09,0.23,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,Enda Kenny,Satisfied,0.27,0.32,0.22,0.26,0.25,0.3,0.31,0.2,0.53,0.26,0.23,0.27,0.33,0.27,0.27,0.26,0.31,0.22,0.28,0.27,0.27,0.11,0.26,0.7,0.27,0.13,0.06,0.14,0.18,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,Enda Kenny,Dissatisfied,0.63,0.59,0.67,0.56,0.66,0.66,0.54,0.72,0.44,0.67,0.68,0.56,0.6,0.65,0.59,0.56,0.6,0.69,0.65,0.61,0.4,0.72,0.72,0.23,0.61,0.67,0.9,0.69,0.6,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,Enda Kenny,No opinion,0.1,0.1,0.11,0.18,0.09,0.04,0.14,0.08,0.03,0.08,0.09,0.17,0.07,0.08,0.14,0.18,0.09,0.08,0.07,0.11,0.33,0.17,0.02,0.07,0.12,0.2,0.04,0.17,0.22,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,Brendan Howlin,Satisfied,0.35,0.37,0.32,0.28,0.36,0.39,0.37,0.3,0.48,0.37,0.36,0.37,0.23,0.34,0.35,0.37,0.38,0.29,0.35,0.37,0.4,0.18,0.32,0.63,0.72,NA,0.16,0.32,0.25,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,Brendan Howlin,Dissatisfied,0.5,0.5,0.5,0.51,0.51,0.48,0.49,0.53,0.34,0.51,0.47,0.44,0.61,0.53,0.45,0.47,0.45,0.56,0.5,0.49,0.42,0.65,0.52,0.27,0.21,NA,0.69,0.54,0.53,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,Brendan Howlin,No opinion,0.15,0.13,0.18,0.21,0.12,0.13,0.14,0.17,0.18,0.12,0.17,0.18,0.15,0.13,0.2,0.16,0.16,0.15,0.15,0.14,0.18,0.18,0.16,0.1,0.08,NA,0.15,0.15,0.22,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,Micheál Martin,Satisfied,0.49,0.5,0.49,0.4,0.52,0.56,0.48,0.48,0.67,0.48,0.44,0.56,0.49,0.48,0.51,0.58,0.53,0.41,0.5,0.48,0.62,0.21,0.83,0.52,0.36,0,0.35,0.37,0.34,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,Micheál Martin,Dissatisfied,0.4,0.4,0.39,0.42,0.39,0.38,0.4,0.41,0.24,0.43,0.38,0.34,0.46,0.42,0.36,0.3,0.39,0.46,0.4,0.39,0.26,0.59,0.15,0.39,0.46,1,0.55,0.51,0.43,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,Micheál Martin,No opinion,0.11,0.1,0.12,0.19,0.09,0.06,0.12,0.11,0.1,0.1,0.19,0.1,0.05,0.1,0.13,0.12,0.09,0.14,0.1,0.13,0.13,0.21,0.02,0.08,0.18,0,0.1,0.12,0.23,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,Gerry Adams,Satisfied,0.38,0.41,0.35,0.4,0.41,0.32,0.32,0.43,0.37,0.44,0.36,0.36,0.34,0.38,0.38,0.36,0.37,0.41,0.38,0.39,0.48,0.24,0.32,0.28,0.29,NA,0.82,0.29,0.24,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,Gerry Adams,Dissatisfied,0.48,0.48,0.48,0.39,0.48,0.58,0.52,0.44,0.53,0.46,0.42,0.5,0.56,0.48,0.48,0.46,0.52,0.45,0.5,0.41,0.29,0.58,0.59,0.58,0.61,NA,0.14,0.53,0.51,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,Gerry Adams,No opinion,0.14,0.12,0.16,0.21,0.11,0.1,0.16,0.13,0.1,0.1,0.21,0.14,0.1,0.14,0.14,0.18,0.12,0.14,0.12,0.2,0.23,0.19,0.1,0.14,0.11,NA,0.04,0.18,0.25,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,Enda Kenny,Satisfied,0.35,0.38,0.31,0.38,0.28,0.38,0.45,0.26,0.41,0.38,0.32,0.33,0.38,0.35,0.34,0.35,0.34,0.35,0.38,0.33,0.26,0.07,0.27,0.78,0.51,NA,0.13,0.23,0.25,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,Enda Kenny,Dissatisfied,0.54,0.54,0.55,0.46,0.62,0.54,0.47,0.62,0.44,0.56,0.5,0.56,0.56,0.55,0.53,0.56,0.55,0.52,0.55,0.54,0.47,0.49,0.66,0.2,0.46,NA,0.83,0.65,0.49,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,Enda Kenny,No opinion,0.11,0.08,0.14,0.15,0.1,0.07,0.08,0.13,0.15,0.07,0.18,0.12,0.07,0.1,0.13,0.09,0.11,0.13,0.07,0.13,0.27,0.44,0.07,0.02,0.03,NA,0.05,0.12,0.26,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,Brendan Howlin,Satisfied,0.41,0.41,0.41,0.42,0.38,0.45,0.45,0.38,0.43,0.46,0.46,0.37,0.32,0.42,0.4,0.41,0.4,0.42,0.43,0.39,0.32,0.33,0.46,0.61,0.75,0.5,0.27,0.25,0.34,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,Brendan Howlin,Dissatisfied,0.43,0.45,0.4,0.37,0.48,0.43,0.39,0.45,0.49,0.45,0.35,0.42,0.51,0.43,0.42,0.43,0.43,0.42,0.43,0.42,0.47,0.31,0.42,0.26,0.15,0.36,0.58,0.59,0.41,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,Brendan Howlin,No opinion,0.16,0.14,0.18,0.21,0.14,0.13,0.16,0.18,0.08,0.1,0.19,0.2,0.17,0.15,0.18,0.16,0.17,0.16,0.14,0.19,0.21,0.37,0.12,0.12,0.1,0.14,0.15,0.16,0.25,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,Micheál Martin,Satisfied,0.49,0.49,0.49,0.44,0.5,0.52,0.5,0.48,0.44,0.49,0.5,0.46,0.51,0.5,0.47,0.47,0.54,0.45,0.52,0.48,0.35,0.19,0.81,0.47,0.62,NA,0.36,0.32,0.4,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,Micheál Martin,Dissatisfied,0.39,0.4,0.37,0.35,0.42,0.39,0.37,0.4,0.42,0.42,0.32,0.43,0.37,0.4,0.37,0.41,0.36,0.41,0.39,0.38,0.43,0.4,0.15,0.4,0.29,NA,0.55,0.58,0.36,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,Micheál Martin,No opinion,0.12,0.11,0.14,0.2,0.08,0.09,0.13,0.12,0.13,0.09,0.17,0.12,0.12,0.1,0.16,0.12,0.11,0.15,0.1,0.14,0.22,0.42,0.04,0.12,0.09,NA,0.1,0.1,0.24,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,Gerry Adams,Satisfied,0.43,0.46,0.41,0.45,0.43,0.42,0.37,0.5,0.31,0.45,0.4,0.46,0.41,0.44,0.41,0.39,0.45,0.44,0.45,0.43,0.36,0.24,0.45,0.3,0.59,0.54,0.89,0.28,0.29,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,Gerry Adams,Dissatisfied,0.4,0.4,0.4,0.33,0.42,0.45,0.46,0.34,0.48,0.46,0.34,0.35,0.46,0.41,0.38,0.4,0.4,0.4,0.4,0.3,0.33,0.44,0.4,0.53,0.38,0.32,0.09,0.51,0.44,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,Gerry Adams,No opinion,0.17,0.14,0.19,0.22,0.15,0.13,0.17,0.16,0.21,0.1,0.26,0.19,0.12,0.15,0.2,0.2,0.15,0.16,0.15,0.26,0.3,0.33,0.15,0.18,0.03,0.14,0.02,0.21,0.26,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fine Gael,Enda Kenny,Satisfied,0.34,0.38,0.3,0.29,0.31,0.42,0.36,0.31,0.46,0.39,0.33,0.29,0.37,0.35,0.33,0.36,0.39,0.27,0.36,0.3,0.15,0.17,0.28,0.77,0.23,0.22,0.18,0.14,0.22,NA,NA,NA,NA,NA,NA,NA
