date,date_start,date_end,date_middle,sample_size,leader_party,leader_name,satisfaction_leader,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,Micheál Martin,Satisfied,1475,770,706,414,541,520,675,706,94,464,336,364,311,882,593,316,698,462,1380,199,51,44,569,377,35,19,165,95,216,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,Micheál Martin,Dissatisfied,1344,629,715,409,561,374,511,743,90,373,367,392,213,810,534,304,480,560,1188,221,76,58,93,233,33,24,326,319,316,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Fianna Fáil,Micheál Martin,No opinion,459,208,251,239,130,90,163,265,31,110,163,104,82,282,177,66,183,210,327,99,59,25,27,137,7,7,64,52,165,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,Gerry Adams,Satisfied,1247,685,562,457,492,299,523,681,44,437,352,261,197,735,513,249,444,554,1120,215,65,48,219,222,18,3,492,124,171,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,Gerry Adams,Dissatisfied,1541,723,818,380,608,552,626,774,141,404,359,448,330,928,613,311,709,521,1398,202,72,49,373,402,46,38,45,298,338,NA,NA,NA,NA,NA,NA,NA
2016-11-09,2016-11-01,2016-11-09,2016-11-05,924,Sinn Féin,Gerry Adams,No opinion,490,199,291,225,132,133,201,259,30,107,154,151,79,312,178,126,208,157,378,102,48,30,97,123,11,9,18,44,188,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,Enda Kenny,Satisfied,924,442,482,257,303,365,413,443,68,230,247,217,230,561,363,171,381,370,854,123,23,34,151,415,43,13,28,123,151,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,Enda Kenny,Dissatisfied,1952,980,972,629,751,572,808,1005,139,578,542,515,317,1163,788,460,672,820,1689,311,101,148,473,143,56,22,328,478,451,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fine Gael,Enda Kenny,No opinion,328,160,168,147,142,40,88,232,8,76,76,126,49,188,140,33,123,172,193,44,50,71,39,49,18,2,30,45,145,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,Brendan Howlin,Satisfied,1266,614,652,314,456,495,547,633,86,380,350,299,238,808,457,269,455,542,1153,206,56,49,302,402,92,6,52,218,194,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,Brendan Howlin,Dissatisfied,1378,713,665,475,544,359,561,726,91,398,361,359,260,811,567,312,467,599,1124,222,84,150,264,96,18,12,278,345,366,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Labour,Brendan Howlin,No opinion,561,255,305,242,196,122,201,322,37,106,155,201,98,293,268,84,254,222,459,49,34,54,98,108,7,20,56,84,189,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,Micheál Martin,Satisfied,1586,780,806,439,588,559,691,790,105,474,407,418,288,1016,570,306,655,625,1469,251,71,44,583,347,48,8,99,272,229,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,Micheál Martin,Dissatisfied,1230,635,595,425,465,340,476,667,87,336,342,314,238,695,535,294,377,559,979,170,65,160,63,161,59,20,255,310,361,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Fianna Fáil,Micheál Martin,No opinion,388,168,221,168,144,77,142,223,23,74,116,127,71,201,187,65,144,179,287,56,39,49,17,97,9,10,32,64,159,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,Gerry Adams,Satisfied,1003,524,479,306,387,309,377,574,51,281,283,292,147,665,338,180,354,469,894,183,68,41,185,186,21,NA,316,145,149,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,Gerry Adams,Dissatisfied,1730,823,907,524,659,547,741,857,133,491,440,435,364,992,738,401,631,698,1454,212,75,175,391,320,87,35,56,411,430,NA,NA,NA,NA,NA,NA,NA
2017-01-16,2017-01-03,2017-01-16,2017-01-09,921,Sinn Féin,Gerry Adams,No opinion,471,235,236,202,149,120,191,249,31,111,142,132,85,255,216,84,191,196,388,82,32,38,88,100,8,3,14,90,169,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,Enda Kenny,Satisfied,976,564,412,259,350,367,428,490,58,284,225,297,170,605,371,203,486,286,886,88,35,38,268,382,46,11,68,77,124,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,Enda Kenny,Dissatisfied,2011,924,1087,617,805,589,816,1052,144,574,527,549,361,1244,768,417,780,814,1852,332,43,105,586,90,59,11,481,357,427,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fine Gael,Enda Kenny,No opinion,304,127,177,185,79,40,110,186,8,76,83,82,62,163,141,93,96,114,149,28,79,45,37,20,14,5,24,71,133,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,Brendan Howlin,Satisfied,1280,650,630,370,450,459,545,632,103,401,287,360,231,812,468,309,530,441,1098,136,83,72,364,270,88,7,149,199,202,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,Brendan Howlin,Dissatisfied,1396,675,721,415,581,399,572,748,76,416,360,357,263,848,548,285,582,529,1290,243,42,52,370,121,19,14,313,239,321,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Labour,Brendan Howlin,No opinion,615,291,324,275,203,137,237,348,30,118,187,211,99,352,263,120,250,245,499,69,32,64,156,100,13,7,111,67,161,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,Micheál Martin,Satisfied,1738,852,886,492,618,628,743,880,115,493,424,535,286,1092,646,404,801,533,1545,203,83,76,771,272,44,11,176,213,252,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,Micheál Martin,Dissatisfied,1246,616,630,418,525,303,508,656,82,390,328,279,249,749,497,224,460,562,1119,219,46,72,76,179,63,14,332,265,318,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Fianna Fáil,Micheál Martin,No opinion,307,148,158,150,92,65,103,192,12,51,82,114,59,171,136,86,101,120,222,26,28,41,44,41,13,2,64,27,114,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,Gerry Adams,Satisfied,1286,617,670,445,523,319,504,742,41,401,297,369,219,841,445,320,521,445,1124,186,76,53,294,138,36,11,452,156,200,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,Gerry Adams,Dissatisfied,1562,798,764,425,590,547,699,732,131,475,384,393,310,960,602,285,677,600,1439,207,47,68,501,287,73,15,58,305,323,NA,NA,NA,NA,NA,NA,NA
2017-02-11,2017-01-31,2017-02-08,2017-02-04,955,Sinn Féin,Gerry Adams,No opinion,442,200,242,191,121,130,150,254,38,59,152,167,65,211,231,108,164,170,324,55,34,68,95,67,11,2,62,44,160,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,Enda Kenny,Satisfied,869,511,358,272,299,298,424,332,113,246,194,229,200,537,332,168,419,281,772,136,70,21,191,405,36,2,38,61,137,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,Enda Kenny,Dissatisfied,2052,943,1109,589,803,660,735,1222,95,641,578,478,356,1316,737,367,809,876,1797,308,106,143,541,131,81,10,533,306,450,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fine Gael,Enda Kenny,No opinion,339,156,182,189,112,37,196,136,7,72,75,149,42,161,177,117,118,104,189,57,88,34,16,40,16,3,23,76,165,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,Brendan Howlin,Satisfied,330,173,157,86,130,114,148,151,30,105,90,94,41,201,129,70,152,108,284,55,31,10,70,106,28,1,28,41,55,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,Brendan Howlin,Dissatisfied,478,237,241,156,183,139,196,261,21,143,116,112,107,313,165,90,180,208,407,72,32,37,114,46,8,3,120,70,118,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Labour,Brendan Howlin,No opinion,148,62,86,65,44,39,54,84,11,33,42,46,27,76,72,30,64,54,118,20,14,10,35,17,3,NA,26,19,48,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,Micheál Martin,Satisfied,470,235,235,122,184,164,191,236,42,134,108,142,86,283,187,111,209,150,406,70,48,12,182,89,14,0,61,48,75,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,Micheál Martin,Dissatisfied,379,190,189,128,139,112,160,203,15,121,93,85,80,248,131,57,153,169,324,57,20,34,34,67,18,4,95,66,95,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Fianna Fáil,Micheál Martin,No opinion,108,48,60,58,33,17,46,57,6,27,47,25,9,60,48,23,34,51,79,19,10,12,4,14,7,0,17,15,50,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,Gerry Adams,Satisfied,363,193,171,124,147,93,127,212,23,125,90,90,59,227,137,68,145,150,308,57,37,14,69,48,11,0,144,38,53,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,Gerry Adams,Dissatisfied,459,225,234,120,170,169,208,218,33,128,105,127,99,282,177,88,204,167,403,61,22,34,129,98,23,4,24,69,112,NA,NA,NA,NA,NA,NA,NA
2017-03-08,2017-02-28,2017-03-08,2017-03-04,934,Sinn Féin,Gerry Adams,No opinion,134,55,79,64,39,30,62,65,6,28,53,35,18,82,51,35,46,53,98,29,18,11,21,23,4,NA,7,23,56,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,Enda Kenny,Satisfied,1139,614,525,420,338,380,618,433,88,360,266,287,225,703,436,307,440,391,1074,152,47,12,179,535,53,1,67,105,199,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,Enda Kenny,Dissatisfied,1779,859,919,510,730,539,646,1038,95,531,419,494,335,1093,686,485,716,577,1572,252,84,85,433,136,48,27,436,303,395,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fine Gael,Enda Kenny,No opinion,357,130,228,167,118,72,113,212,32,64,151,102,40,197,161,75,139,144,214,62,49,76,48,17,3,NA,25,56,209,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,Brendan Howlin,Satisfied,1345,652,693,458,446,441,619,634,92,437,388,329,191,834,511,358,519,468,1217,182,58,56,304,420,78,14,141,115,273,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,Brendan Howlin,Dissatisfied,1399,726,673,405,569,424,540,754,105,427,292,375,305,858,541,371,558,470,1236,196,85,53,280,182,16,10,308,274,329,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Labour,Brendan Howlin,No opinion,531,225,306,234,171,125,218,295,18,92,156,179,104,300,231,139,217,175,408,86,37,63,77,86,10,4,79,75,202,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,Micheál Martin,Satisfied,1595,783,812,488,593,514,693,807,95,468,421,402,304,990,605,406,693,496,1474,223,64,32,536,325,65,15,189,147,319,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,Micheál Martin,Dissatisfied,1271,646,624,389,493,389,507,673,91,401,271,376,222,795,476,356,463,452,1103,175,78,68,100,278,30,13,289,270,290,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Fianna Fáil,Micheál Martin,No opinion,409,174,236,221,100,89,177,203,29,87,144,105,73,208,201,105,139,165,284,67,39,72,25,85,9,NA,51,46,194,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,Gerry Adams,Satisfied,1415,730,686,495,506,415,510,838,67,427,334,406,248,883,532,340,586,490,1292,201,66,41,300,204,61,15,469,129,236,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,Gerry Adams,Dissatisfied,1312,649,663,361,504,447,633,576,103,437,288,310,277,819,493,351,518,442,1149,141,60,75,264,362,40,9,47,236,355,NA,NA,NA,NA,NA,NA,NA
2017-04-11,2017-03-30,2017-04-11,2017-04-05,937,Sinn Féin,Gerry Adams,No opinion,548,225,323,242,176,129,234,269,44,92,213,167,75,290,258,176,190,181,419,123,55,56,96,121,3,4,12,99,212,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fine Gael,Enda Kenny,Satisfied,1121,621,500,262,391,468,490,529,103,376,284,249,212,718,403,256,548,318,1038,143,24,36,189,582,22,8,87,64,169,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fine Gael,Enda Kenny,Dissatisfied,1799,842,957,478,713,608,733,963,102,520,467,488,324,1127,672,350,719,729,1606,245,80,92,461,134,62,22,362,345,413,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fine Gael,Enda Kenny,No opinion,351,166,186,172,140,40,135,198,19,76,117,126,32,197,154,100,141,110,210,84,59,78,37,43,10,6,28,38,190,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Labour,Brendan Howlin,Satisfied,1233,663,570,342,458,432,546,601,85,454,312,270,197,842,391,232,618,382,1142,175,36,40,250,441,65,7,143,122,205,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Labour,Brendan Howlin,Dissatisfied,1492,725,767,353,595,545,578,807,107,431,361,399,301,892,600,344,554,594,1270,220,83,114,327,197,24,22,287,257,378,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Labour,Brendan Howlin,No opinion,546,241,306,217,190,139,234,281,31,87,196,194,70,308,239,130,236,180,441,76,44,51,110,121,4,7,47,69,189,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fianna Fáil,Micheál Martin,Satisfied,1612,847,766,436,589,587,696,789,127,535,405,418,255,1059,553,299,808,505,1484,226,59,42,593,429,34,8,135,147,266,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fianna Fáil,Micheál Martin,Dissatisfied,1292,613,679,289,552,450,540,682,70,368,319,338,266,788,504,296,485,511,1101,168,67,113,73,252,56,22,283,263,342,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Fianna Fáil,Micheál Martin,No opinion,367,169,198,186,102,79,122,219,26,69,144,107,46,195,172,112,115,140,269,77,36,51,21,79,3,5,58,37,163,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Sinn Féin,Gerry Adams,Satisfied,1244,646,599,425,492,327,475,695,74,417,244,333,250,827,417,229,591,425,1139,178,56,32,240,254,35,3,387,125,199,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Sinn Féin,Gerry Adams,Dissatisfied,1551,756,795,332,594,625,669,770,113,478,394,407,272,972,579,302,644,605,1354,208,67,110,365,387,54,24,58,269,394,NA,NA,NA,NA,NA,NA,NA
2017-05-13,2017-04-27,2017-05-09,2017-05-03,921,Sinn Féin,Gerry Adams,No opinion,476,227,248,155,157,164,215,225,36,77,230,122,46,243,233,175,173,127,360,86,39,64,81,118,5,8,31,53,179,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fine Gael,Leo Varadkar,Satisfied,1254,729,525,321,485,448,561,584,109,433,227,320,274,770,484,276,563,415,1164,172,44,32,233,565,46,20,89,96,205,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fine Gael,Leo Varadkar,Dissatisfied,1804,815,989,503,711,590,755,970,80,456,567,495,286,1154,650,441,743,621,1651,323,81,58,474,156,59,24,420,303,368,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fine Gael,Leo Varadkar,No opinion,295,106,189,122,88,85,107,165,22,61,88,97,50,166,129,89,94,112,202,41,26,54,27,27,4,NA,33,59,145,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Labour,Brendan Howlin,Satisfied,1232,691,541,329,419,484,484,654,94,410,309,280,233,816,416,287,585,359,1139,145,37,34,279,428,65,31,118,113,199,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Labour,Brendan Howlin,Dissatisfied,1558,723,835,418,657,483,701,777,80,429,420,412,298,972,586,384,604,569,1399,288,84,64,345,219,37,11,338,258,350,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Labour,Brendan Howlin,No opinion,564,236,327,200,208,156,238,288,37,111,153,220,79,302,261,134,210,219,479,102,30,46,111,101,8,2,86,88,168,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fianna Fáil,Micheál Martin,Satisfied,1750,918,832,491,608,651,715,904,132,513,423,490,323,1081,669,401,819,531,1627,217,53,48,625,399,49,40,187,178,272,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fianna Fáil,Micheál Martin,Dissatisfied,1257,632,625,324,544,389,572,630,55,344,324,332,258,808,449,319,468,471,1120,265,71,60,57,303,48,3,310,227,311,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Fianna Fáil,Micheál Martin,No opinion,346,100,246,131,132,83,136,185,24,92,135,90,29,201,145,86,114,146,270,54,27,36,52,47,12,2,45,54,134,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Sinn Féin,Gerry Adams,Satisfied,1228,639,589,402,484,342,431,748,49,406,298,368,156,837,391,242,540,446,1114,211,56,46,247,227,47,20,419,86,181,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Sinn Féin,Gerry Adams,Dissatisfied,1628,824,804,370,630,628,795,729,103,449,397,423,358,1022,606,432,675,521,1495,242,65,53,384,430,50,23,93,290,357,NA,NA,NA,NA,NA,NA,NA
2017-06-06,2017-05-25,2017-06-06,2017-05-31,938,Sinn Féin,Gerry Adams,No opinion,497,187,310,174,170,153,198,241,58,95,187,120,96,231,266,131,186,180,408,82,29,45,103,92,11,1,30,82,179,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fine Gael,Leo Varadkar,Satisfied,1420,675,746,375,578,467,713,599,108,417,372,361,270,857,563,292,690,438,1289,220,102,22,305,577,34,13,98,103,289,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fine Gael,Leo Varadkar,Dissatisfied,823,446,378,198,290,335,307,488,29,223,193,249,159,534,289,170,353,300,694,114,47,78,202,37,24,9,231,139,182,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fine Gael,Leo Varadkar,No opinion,1034,502,532,321,385,327,405,563,66,272,317,278,167,646,388,252,369,413,875,169,50,66,213,125,32,19,139,142,365,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Labour,Brendan Howlin,Satisfied,1373,630,744,330,515,528,629,650,94,393,425,329,226,857,516,298,618,458,1225,223,94,43,291,447,65,25,116,109,320,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Labour,Brendan Howlin,Dissatisfied,1278,717,561,331,492,455,546,654,78,365,293,356,264,788,490,271,521,485,1130,188,63,74,307,192,13,5,284,193,284,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Labour,Brendan Howlin,No opinion,626,275,351,233,246,147,249,347,31,153,165,203,106,392,234,146,273,208,503,92,43,48,122,100,12,5,67,87,232,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fianna Fáil,Micheál Martin,Satisfied,1764,843,921,419,698,646,782,857,124,466,520,480,298,1100,664,424,785,555,1611,280,92,43,597,458,36,24,142,119,387,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fianna Fáil,Micheál Martin,Dissatisfied,1120,579,541,300,416,405,478,584,58,354,215,305,246,699,421,212,472,436,944,158,80,91,82,233,46,4,273,204,278,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Fianna Fáil,Micheál Martin,No opinion,394,201,193,176,140,78,164,209,21,92,147,103,52,238,156,80,155,160,303,64,28,31,42,48,8,7,52,66,171,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Sinn Féin,Gerry Adams,Satisfied,1417,757,659,404,557,456,559,765,92,372,431,391,222,896,520,317,590,509,1262,254,97,40,296,283,24,22,409,121,263,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Sinn Féin,Gerry Adams,Dissatisfied,1329,625,704,303,495,530,627,620,81,430,275,359,265,812,516,276,561,491,1172,155,70,82,327,337,52,4,48,177,383,NA,NA,NA,NA,NA,NA,NA
2017-07-11,2017-06-29,2017-07-11,2017-07-05,923,Sinn Féin,Gerry Adams,No opinion,532,240,292,187,202,143,238,264,31,110,176,137,109,329,204,122,260,151,424,93,32,44,97,119,14,10,10,91,191,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fine Gael,Leo Varadkar,Satisfied,1660,824,836,401,716,543,726,807,127,513,417,462,267,1036,624,360,839,461,1555,291,49,27,282,735,68,14,130,126,305,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fine Gael,Leo Varadkar,Dissatisfied,916,471,445,253,351,312,336,530,50,223,244,239,210,565,352,218,331,368,788,130,70,49,179,45,14,25,271,181,202,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fine Gael,Leo Varadkar,No opinion,796,372,424,271,248,277,335,414,47,231,233,204,127,509,286,180,237,379,629,137,82,56,154,93,19,7,110,99,314,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Labour,Brendan Howlin,Satisfied,1496,780,716,409,532,555,666,711,118,392,414,377,313,829,667,353,705,437,1366,274,49,38,312,559,80,6,132,93,314,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Labour,Brendan Howlin,Dissatisfied,1244,629,615,314,532,398,477,699,68,426,315,308,195,865,379,261,464,519,1082,172,97,55,198,188,11,25,302,222,297,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Labour,Brendan Howlin,No opinion,632,258,374,203,251,178,254,341,37,149,165,221,97,417,215,143,237,252,524,112,54,39,104,127,10,14,75,91,211,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fianna Fáil,Micheál Martin,Satisfied,1786,862,924,475,650,660,734,903,148,498,490,452,346,1096,690,420,829,537,1635,294,78,27,552,536,47,7,170,117,357,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fianna Fáil,Micheál Martin,Dissatisfied,1180,644,536,319,494,367,481,633,66,345,285,347,203,751,429,244,426,511,1021,191,80,68,43,249,45,33,295,217,298,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Fianna Fáil,Micheál Martin,No opinion,406,161,245,132,170,104,182,216,9,124,119,107,56,263,143,94,152,159,315,73,42,36,20,89,9,6,45,72,165,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Sinn Féin,Gerry Adams,Satisfied,1335,811,524,418,575,343,524,758,54,405,372,326,232,882,453,308,561,467,1170,245,71,56,210,282,33,2,433,114,262,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Sinn Féin,Gerry Adams,Dissatisfied,1535,696,840,356,565,613,658,734,143,445,347,424,320,932,603,305,619,611,1393,227,82,50,316,483,56,36,60,222,362,NA,NA,NA,NA,NA,NA,NA
2017-09-17,2017-08-31,2017-09-12,2017-09-06,937,Sinn Féin,Gerry Adams,No opinion,501,160,341,151,175,176,215,259,27,117,175,156,53,296,205,145,226,130,409,86,46,26,88,108,12,8,16,70,198,NA,NA,NA,NA,NA,NA,NA
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Fine Gael,Leo Varadkar,Satisfied,1651,813,838,441,573,637,803,735,113,521,375,414,340,998,653,395,731,524,1523,193,61,50,349,632,55,15,148,148,304,NA,NA,NA,NA,NA,NA,NA
